species	reference_annot	taxon_id	scientific_name	strain	study_title	study_abstract	genotype	library_layout.y	library_construction_protocol	library_name	library_selection	library_strategy	instrument_model	insert_size	submission_lab	submission_center	updated_date	center_name	sample_accession	bio_project	bio_sample	run_accession
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	kdmB	Genome-Wide Transcriptome and Chromatin Analysis of Aspergillus nidulans Primary and Secondary Metabolism Reveals Crucial Function for a Kdm5-Family Histone Demethylase.	Histone posttranslational modifications (HPTMs) are involved in regulating the synthesis of fungal bioactive compounds. The exact molecular mechanisms of the silencing/activation of secondary metabolism (SM) clusters by these epigenetic events however are not yet fully understood. This work applies a combined approach of quantitative mass spectrometry (LC-MS/MS) and chromatin immunoprecipitation coupled with massive parallel sequencing (ChIP-seq) to identify the chromatin landscape in two metabolic states: primary and secondary metabolism. Furthermore, to link the particular chromatin states to the expression of condition specific genes, genome wide transcriptome (RNA-seq) was performed. Strikingly, we found that silent A. nidulans SM clusters are free of repressive H3K9me3 though this heterochromatic mark forms distinguished peaks flanking the many SM clusters. In addition, silent SM clusters do not contain detectable levels of activating histone marks such as H3K4me3, H3K36me3 or H3Ac, which, to some extent, are established upon activation of the clusters. In order to investigate the function of dynamic H3K4 methylation/demethylation in transcription, we characterized the KdmB- Jarid1 family histone demethylase. The in vitro assay using heterologously expressed KdmB showed that it is an active demethylase; moreover, MS/MS as well ChIP-seq approaches revealed that it targets H3K4me3 in vivo mediating transcriptional repression. KdmB positively regulates the expression of 40% of A. nidulans SM genes and this function appears to be independent of its demethylase activity. Our bioinformatics approach revealed two states of H3K4me3 in A. nidulans genome: loci with low levels of this mark are more disposed to differential expression in response to environmental clues, while the genes marked by high H3K4me3 levels are constitutively transcribed in our experimental conditions. Taken together our data reveal important role of H3K4 methylation/demethylation in transcription regulation. Furthermore, this study presents the first genome-wide map of H3K4me3, H3K9me3, H3K36me3 and H3Ac in A. nidulans in different metabolic conditions. Overall design: Two strains, wild type and kdmB deletion, at two conditions, growth at primary (17h) and secondary (48h), were analysed. Each sample was replicated.Wild type samples can be found in GSE63672.		SINGLE -	A. nidulans genomic DNA was extracted from frozen mycelia as described by Lee and Taylor (Lee & Taylor, 1990). For small-scale preparations, a dilute spore solution was lysed by brief sonication (Branson Ultrasonics) and purified by phenol/chloroform extraction. Total RNA was isolated from filtered, flash frozen mycelia using a Fastprep bead-beater (MP Biomedicals) and Trizol reagent (Invitrogen) following the manufacturersÃ¢â‚¬â„¢ protocol. Illumina sequencing libraries were made from RNA samples according to TruSeq RNA Sample prep kit v2 (Illumina) following the manufacturers protocol with 1Ã‚Âµg total RNA input. ChIP-seq libraries were made from ChIP xperiments using indicated antibodies and prepared according to Illumina Tru-seq ChIP-seq kit (Cat# FC-121-2002). 50 bp single end sequencing was performed using a HiSeq Illumina sequencer. Obtained sequences were de-multiplexed, quality controlled and mapped on the Aspergillus nidulans genome assembly (A_nidulans_FGSC_A4_version_s10-m03-r07).		cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2016-04-01	GEO	SRS1037883	PRJNA293111	SAMN03997071	SRR2170266
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	kdmB	Genome-Wide Transcriptome and Chromatin Analysis of Aspergillus nidulans Primary and Secondary Metabolism Reveals Crucial Function for a Kdm5-Family Histone Demethylase.	Histone posttranslational modifications (HPTMs) are involved in regulating the synthesis of fungal bioactive compounds. The exact molecular mechanisms of the silencing/activation of secondary metabolism (SM) clusters by these epigenetic events however are not yet fully understood. This work applies a combined approach of quantitative mass spectrometry (LC-MS/MS) and chromatin immunoprecipitation coupled with massive parallel sequencing (ChIP-seq) to identify the chromatin landscape in two metabolic states: primary and secondary metabolism. Furthermore, to link the particular chromatin states to the expression of condition specific genes, genome wide transcriptome (RNA-seq) was performed. Strikingly, we found that silent A. nidulans SM clusters are free of repressive H3K9me3 though this heterochromatic mark forms distinguished peaks flanking the many SM clusters. In addition, silent SM clusters do not contain detectable levels of activating histone marks such as H3K4me3, H3K36me3 or H3Ac, which, to some extent, are established upon activation of the clusters. In order to investigate the function of dynamic H3K4 methylation/demethylation in transcription, we characterized the KdmB- Jarid1 family histone demethylase. The in vitro assay using heterologously expressed KdmB showed that it is an active demethylase; moreover, MS/MS as well ChIP-seq approaches revealed that it targets H3K4me3 in vivo mediating transcriptional repression. KdmB positively regulates the expression of 40% of A. nidulans SM genes and this function appears to be independent of its demethylase activity. Our bioinformatics approach revealed two states of H3K4me3 in A. nidulans genome: loci with low levels of this mark are more disposed to differential expression in response to environmental clues, while the genes marked by high H3K4me3 levels are constitutively transcribed in our experimental conditions. Taken together our data reveal important role of H3K4 methylation/demethylation in transcription regulation. Furthermore, this study presents the first genome-wide map of H3K4me3, H3K9me3, H3K36me3 and H3Ac in A. nidulans in different metabolic conditions. Overall design: Two strains, wild type and kdmB deletion, at two conditions, growth at primary (17h) and secondary (48h), were analysed. Each sample was replicated.Wild type samples can be found in GSE63672.		SINGLE -	A. nidulans genomic DNA was extracted from frozen mycelia as described by Lee and Taylor (Lee & Taylor, 1990). For small-scale preparations, a dilute spore solution was lysed by brief sonication (Branson Ultrasonics) and purified by phenol/chloroform extraction. Total RNA was isolated from filtered, flash frozen mycelia using a Fastprep bead-beater (MP Biomedicals) and Trizol reagent (Invitrogen) following the manufacturersÃ¢â‚¬â„¢ protocol. Illumina sequencing libraries were made from RNA samples according to TruSeq RNA Sample prep kit v2 (Illumina) following the manufacturers protocol with 1Ã‚Âµg total RNA input. ChIP-seq libraries were made from ChIP xperiments using indicated antibodies and prepared according to Illumina Tru-seq ChIP-seq kit (Cat# FC-121-2002). 50 bp single end sequencing was performed using a HiSeq Illumina sequencer. Obtained sequences were de-multiplexed, quality controlled and mapped on the Aspergillus nidulans genome assembly (A_nidulans_FGSC_A4_version_s10-m03-r07).		cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2016-04-01	GEO	SRS1037882	PRJNA293111	SAMN03997072	SRR2170267
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	kdmB	Genome-Wide Transcriptome and Chromatin Analysis of Aspergillus nidulans Primary and Secondary Metabolism Reveals Crucial Function for a Kdm5-Family Histone Demethylase.	Histone posttranslational modifications (HPTMs) are involved in regulating the synthesis of fungal bioactive compounds. The exact molecular mechanisms of the silencing/activation of secondary metabolism (SM) clusters by these epigenetic events however are not yet fully understood. This work applies a combined approach of quantitative mass spectrometry (LC-MS/MS) and chromatin immunoprecipitation coupled with massive parallel sequencing (ChIP-seq) to identify the chromatin landscape in two metabolic states: primary and secondary metabolism. Furthermore, to link the particular chromatin states to the expression of condition specific genes, genome wide transcriptome (RNA-seq) was performed. Strikingly, we found that silent A. nidulans SM clusters are free of repressive H3K9me3 though this heterochromatic mark forms distinguished peaks flanking the many SM clusters. In addition, silent SM clusters do not contain detectable levels of activating histone marks such as H3K4me3, H3K36me3 or H3Ac, which, to some extent, are established upon activation of the clusters. In order to investigate the function of dynamic H3K4 methylation/demethylation in transcription, we characterized the KdmB- Jarid1 family histone demethylase. The in vitro assay using heterologously expressed KdmB showed that it is an active demethylase; moreover, MS/MS as well ChIP-seq approaches revealed that it targets H3K4me3 in vivo mediating transcriptional repression. KdmB positively regulates the expression of 40% of A. nidulans SM genes and this function appears to be independent of its demethylase activity. Our bioinformatics approach revealed two states of H3K4me3 in A. nidulans genome: loci with low levels of this mark are more disposed to differential expression in response to environmental clues, while the genes marked by high H3K4me3 levels are constitutively transcribed in our experimental conditions. Taken together our data reveal important role of H3K4 methylation/demethylation in transcription regulation. Furthermore, this study presents the first genome-wide map of H3K4me3, H3K9me3, H3K36me3 and H3Ac in A. nidulans in different metabolic conditions. Overall design: Two strains, wild type and kdmB deletion, at two conditions, growth at primary (17h) and secondary (48h), were analysed. Each sample was replicated.Wild type samples can be found in GSE63672.		SINGLE -	A. nidulans genomic DNA was extracted from frozen mycelia as described by Lee and Taylor (Lee & Taylor, 1990). For small-scale preparations, a dilute spore solution was lysed by brief sonication (Branson Ultrasonics) and purified by phenol/chloroform extraction. Total RNA was isolated from filtered, flash frozen mycelia using a Fastprep bead-beater (MP Biomedicals) and Trizol reagent (Invitrogen) following the manufacturersÃ¢â‚¬â„¢ protocol. Illumina sequencing libraries were made from RNA samples according to TruSeq RNA Sample prep kit v2 (Illumina) following the manufacturers protocol with 1Ã‚Âµg total RNA input. ChIP-seq libraries were made from ChIP xperiments using indicated antibodies and prepared according to Illumina Tru-seq ChIP-seq kit (Cat# FC-121-2002). 50 bp single end sequencing was performed using a HiSeq Illumina sequencer. Obtained sequences were de-multiplexed, quality controlled and mapped on the Aspergillus nidulans genome assembly (A_nidulans_FGSC_A4_version_s10-m03-r07).		cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2016-04-01	GEO	SRS1037881	PRJNA293111	SAMN03997073	SRR2170268
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044160	PRJNA293709	SAMN04009459	SRR2180251
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044159	PRJNA293709	SAMN04009460	SRR2180252
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044158	PRJNA293709	SAMN04009461	SRR2180253
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044157	PRJNA293709	SAMN04009462	SRR2180254
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044156	PRJNA293709	SAMN04009463	SRR2180255
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044155	PRJNA293709	SAMN04009464	SRR2180256
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044154	PRJNA293709	SAMN04009465	SRR2180257
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans		Genome-wide analyses for the WOPR regulator osaA and the velvet regulator veA	Orchestration of cellular growth and development occurs during the life cycle of Aspergillus nidulans. A multi-copy genetic screen intended to unveil novel regulators of development identified the AN6578 locus predicted to encode a protein with the WOPR domain, which is a broadly present fungi-specific DNA-binding motif. Multi-copy of AN6578 disrupted the normal life cycle of the fungus leading to enhanced proliferation of vegetative cells, whereas the deletion resulted in hyper-active sexual fruiting with reduced asexual development (conidiation), thus named as osaA (Orchestrator of Sex and Asex). Further genetic studies indicate that OsaA balances development mainly by repressing sexual development downstream of the velvet regulator VeA. The absence of osaA is sufficient to suppress the veA1 allele leading to the sporulation levels comparable to veA+ wild type (WT). Genome-wide transcriptomic analyses of WT, veA1, and ?osaA veA1 strains by RNA-Seq further corroborate that OsaA functions in repressing sexual development downstream of VeA. However, OsaA also plays additional roles in controlling development, as the ?osaA veA1 mutant exhibits precocious and enhanced formation of HÃƒÂ¼lle cells compared to WT. The OsaA orthologue of Aspergillus flavus is able to complement the osaA null phenotype in A. nidulans, suggesting a conserved role of this group of WOPR domain proteins. In summary, OsaA is an upstream orchestrator of morphological and chemical development in Aspergillus that functions downstream of VeA. Overall design: Examining the transcriptomic profiles of three Aspergillus nidualns strains: FGSC4, FGSC26, and ?osaA veA1. Samples were collected at 12 h post developmental induction. Samples were collected in triplictaes.		PAIRED -	Three biological replicates were analyzed for each strain. All strains were cultured in agitating liquid-submerged medium (vegetative growth) for 18 h, and then shifted to an air-exposed medium to induce development. All samples were collected at time point 12 h following developmental induction, total RNA was extracted usiing TRIzol kit, then submitted for library preparation and sequencing. Strand specific library was prepared from total RNA using Illumina TruSeq Strand specific RNA sample preparation system. Briefly, mRNA was extracted from total RNA using polyA selection, followed by RNA fragmentation. Strand specific library was constructed by first-strand cDNA synthesis using random primers, followed by sample cleanup and the second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. Final cDNA library was obtained by further purification and enrichment with PCR, and the quality was checked using Bioanalyzer 2100. The library was sequenced (PE100bp) using the Illumina HiSeq2500, with final of over 10 million high quality reads per sample.		cDNA	RNA-Seq	Illumina HiSeq 2500	0		GEO	2015-08-26	GEO	SRS1044153	PRJNA293709	SAMN04009466	SRR2180258
