geneId	regionId	region	SM_IDs	nClusters
AN10573	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN10576	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN4640	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN4639	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN4638	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN12164	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN4637	region_18	ChrIII_A_nidulans_FGSC_A4:1412695-1459428	cluster_10	1
AN7089	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7088	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7087	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7086	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN12291	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN12290	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7084	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7083	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN10887	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN10886	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7081	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7080	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN12481	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_53	1
AN7078	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17;cluster_53	2
AN7077	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17;cluster_53	2
AN7076	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7075	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7074	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7073	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7072	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7071	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7070	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN10884	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN10889	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7068	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7067	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7066	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN10888	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN10883	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7064	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7063	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7062	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7061	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7060	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN7059	region_19	ChrIV_A_nidulans_FGSC_A4:1063753-1163437	cluster_17	1
AN11749	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7483	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7484	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7485	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7487	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7488	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7489	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7490	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7491	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7492	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN7493	region_20	ChrIV_A_nidulans_FGSC_A4:1688015-1710920	cluster_54	1
AN11012	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7804	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7805	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7806	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7807	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7808	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7809	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7810	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7811	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7812	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN11017	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN11013	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7814	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7815	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7816	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN11021	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7817	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7818	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7819	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7820	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7821	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7822	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7823	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7824	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7825	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7826	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7827	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7828	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7830	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20	1
AN7831	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20;cluster_35;cluster_55	3
AN7832	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_20;cluster_35;cluster_55	3
AN7833	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN7834	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN11024	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN7836	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN12330	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN12331	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN7839	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN11574	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN11575	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN7840	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35;cluster_55	2
AN7842	region_21	ChrIV_A_nidulans_FGSC_A4:2734472-2856857	cluster_35	1
AN8377	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8378	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN12376	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8379	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8381	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN11871	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8382	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8383	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8384	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8385	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN11077	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN11085	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8387	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8388	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8389	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8390	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8391	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8392	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8393	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8394	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8395	region_22	ChrV_A_nidulans_FGSC_A4:287328-350832	cluster_05	1
AN8398	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8399	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8400	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8401	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8402	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8403	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8404	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8405	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8406	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8407	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8408	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8409	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8410	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8411	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8412	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8413	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8414	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN11872	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8415	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8416	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8417	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8418	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN11609	region_23	ChrV_A_nidulans_FGSC_A4:358993-427782	cluster_03	1
AN8481	region_24	ChrV_A_nidulans_FGSC_A4:626580-648156	cluster_32	1
AN11082	region_24	ChrV_A_nidulans_FGSC_A4:626580-648156	cluster_32	1
AN11080	region_24	ChrV_A_nidulans_FGSC_A4:626580-648156	cluster_32	1
AN8483	region_24	ChrV_A_nidulans_FGSC_A4:626580-648156	cluster_32	1
AN11877	region_24	ChrV_A_nidulans_FGSC_A4:626580-648156	cluster_32	1
AN8484	region_24	ChrV_A_nidulans_FGSC_A4:626580-648156	cluster_32	1
AN8495	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8496	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8497	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8498	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8499	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8500	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8501	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8502	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8503	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8504	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN9476	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN11670	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8505	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_61	1
AN8506	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21;cluster_61	2
AN8507	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21;cluster_61	2
AN8508	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21;cluster_61	2
AN8509	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8510	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8511	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8512	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8513	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8514	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8518	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8516	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8520	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8521	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN8522	region_25	ChrV_A_nidulans_FGSC_A4:681142-750223	cluster_21	1
AN5616	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5615	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5614	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5613	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5612	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5611	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5610	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN10720	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5609	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5608	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN9474	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN9473	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5607	region_26	ChrV_A_nidulans_FGSC_A4:2200776-2247057	cluster_49	1
AN5475	region_27	ChrV_A_nidulans_FGSC_A4:2685268-2686508	cluster_48	1
AN5329	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5328	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5327	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5326	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5325	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5324	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5323	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5322	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5321	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5320	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5319	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5318	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5317	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5316	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5315	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5314	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5313	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN5312	region_28	ChrV_A_nidulans_FGSC_A4:3130528-3184469	cluster_47	1
AN9236	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_34;cluster_65	2
AN9235	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_34;cluster_65	2
AN9234	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_34;cluster_65	2
AN9233	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_34;cluster_65	2
AN9232	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_34;cluster_65	2
AN9231	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_34;cluster_65	2
AN9230	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN11202	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN11194	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN11201	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN11193	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9227	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9226	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9225	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9224	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9223	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN12146	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN11200	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN11192	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9221	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9220	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_34;cluster_65	3
AN9219	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN9218	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN11198	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN11199	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN11191	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN9216	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN9215	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33;cluster_65	2
AN12145	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33	1
AN9214	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33	1
AN9213	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33	1
AN9212	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33	1
AN9211	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33	1
AN9210	region_29	ChrVI_A_nidulans_FGSC_A4:1049-100177	cluster_33	1
AN9194	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9193	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9192	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9191	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN12140	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9189	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9188	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9187	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9186	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9185	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9184	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9183	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN11190	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN11195	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9181	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9180	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9179	region_30	ChrVI_A_nidulans_FGSC_A4:148262-182184	cluster_68	1
AN9130	region_31	ChrVI_A_nidulans_FGSC_A4:353936-360977	cluster_64	1
AN9129	region_31	ChrVI_A_nidulans_FGSC_A4:353936-360977	cluster_64	1
AN3408	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3407	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3406	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3405	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3404	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3403	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3402	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3400	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3399	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3398	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3397	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3396	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3395	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3394	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN11836	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3393	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11	1
AN3392	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11;cluster_19	2
AN3391	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_11;cluster_19	2
AN3390	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3389	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3388	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3387	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3386	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3385	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3384	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3383	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3382	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3381	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3380	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19	1
AN3379	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_19;cluster_28	2
AN3378	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN11392	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3377	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN10401	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN10396	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3375	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3374	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3373	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3372	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3371	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3370	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3369	region_32	ChrVI_A_nidulans_FGSC_A4:808225-938721	cluster_28	1
AN3287	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3286	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3285	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3284	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3283	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3282	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
